"","SITE_ID","VISIT_NO","MMI_BENT","OE_SCORE"
"1643","SDS9-0945",1,3.97,0.634751503
"1644","TXSS-1206",1,26.6,0.857004186
"1645","NERM-1008",1,13.5,0.387506236
"1646","UTS9-0928",2,56.57,1.226388647
"1647","CORM-1001",1,69.07,0.834471485
"1648","PAS9-0925",1,13.67,0.578228545
"1649","IAR9-0904",1,50.93,0.69208147
"1650","MAS9-0914",1,36.4,0.45611384
"1651","DELS-1027",1,57.23,1.251924159
"1652","ILR9-0907",1,46.58,1.053948657
"1653","MNS9-0937",1,43.57,1.014300395
"1654","MOR9-0904",2,50.2,0.761831212
"1655","MORM-1004",1,67.35,1.180674998
"1656","MTS9-0938",1,33.07,0.841319492
"1657","TXR9-0921",1,44.78,0.71451435
"1658","WARO-1039",1,1.73,0.509099281
"1659","WYS9-0937",2,33.52,0.866062086
"1660","WYRO-1043",1,73,1.331288126
"1661","WAR9-0903",1,16.1,0.549574847
"1662","MORO-1047",1,54.73,0.690394463
"1663","NER9-0914",2,39.27,0.65016022
"1664","NERM-1004",1,0,0.617948131
"1665","WIRO-1043",1,22.47,0.259836712
"1666","RILS-1024",1,18.98,0.211831372
"1667","RIR9-0901",1,15.17,0.301347614
"1668","IAR9-0907",1,29.18,0.831424355
"1669","ILSS-1119",1,25.68,0.833944591
"1670","LAS9-0949",1,16,0.767214476
"1671","MTS9-0922",1,62.1,1.110026593
"1672","NDR9-0902",1,55.42,0.95805571
"1673","SDRM-1004",1,42.67,0.993025408
"1674","CALS-1120",1,44.63,0.821812783
"1675","CASS-1275",1,23.33,1.011326565
"1676","ILRM-1002",1,50.67,0.766693549
"1677","NERM-1007",1,88.38,1.04154739
"1678","IAR9-0914",2,15.63,0.553481091
"1679","IDSS-1128",1,71.87,1.054405194
"1680","IDS9-0920",1,52.38,0.939376233
"1681","NDS9-0942",1,21.78,0.70975664
"1682","OKSS-1403",1,45,0.5627479
"1683","TXSS-1215",1,34.57,1.307043212
"1684","WIR9-0901",1,8.65,0.421998099
"1685","MIR9-0901",1,17.35,0.88269478
"1686","GARM-1006",1,24.48,0.518357923
"1687","MTR9-0904",1,84.95,1.242894746
"1688","WIRM-1002",1,38.43,0.602911528
"1689","MOSS-1163",1,24.35,0.775884688
"1690","MSR9-0908",2,79.83,1.416772062
"1691","LALS-1037",1,20.08,0.991597397
"1692","ILLS-1070",1,21.18,1.206374876
"1693","MIRO-1022",1,42.35,0.586463514
"1694","IAR9-0901",2,44.57,0.670884598
"1695","MTSS-1290",1,47.65,1.188578548
"1696","SDLS-1120",1,30.65,0.839467488
"1697","ORS9-0931",2,58.92,0.901776214
"1698","NDR9-0904",1,38.07,1.044999963
"1699","NERO-1045",1,64.55,1.009158058
"1700","NES9-0936",1,79.98,1.096486228
"1701","TXR9-0919",1,44.95,0.701573675
"1702","CALS-1116",1,8.13,0.593767991
"1703","INRM-1002",1,47.8,1.117780818
"1704","WASS-1146",1,51.07,0.904940665
"1705","MNRO-1053",1,38.08,1.040472501
"1706","IAR9-0908",1,26,0.63319542
"1707","RIS9-0913",1,22.55,0.521242285
"1708","MTRF-0102",1,59.93,1.08126459
"1709","MTRF-0105",1,66.28,0.928946054
"1710","TNR9-0902",1,1.25,0.400533922
"1711","TNS9-0919",1,57.82,0.747196424
"1712","ILRO-1026",1,36.82,0.878143485
"1713","IAS9-0929",1,55.37,1.285736072
"1714","MTLS-1164",1,79.37,0.964948595
"1715","MTS9-0943",1,71.95,1.063616915
"1716","DES9-0905",2,44.22,0.634262802
"1717","RIRF-0001",1,26.13,0.261767218
"1718","MIR9-0905",1,26.43,0.933252673
"1719","MOSS-1161",1,15.9,0.791275295
"1720","TXRM-1016",1,43.85,1.152276847
"1721","ORSS-1169",1,67.02,1.025294208
"1722","LAR9-0901",2,38.68,0.779056918
"1723","MTR9-0906",1,84.78,0.894883867
"1724","MTRO-1073",1,82.5,1.074194999
"1725","NDR9-0901",1,47.05,1.031025166
"1726","SDR9-0916",1,39.28,1.012434934
"1727","WALS-1073",1,75.52,1.105864035
"1728","GAR9-0910",1,66.6,1.237123556
"1729","NHRF-0004",1,68.45,1.015814858
"1730","ALRO-1023",1,58,1.109648369
"1731","ILS9-0928",2,17.45,0.92784827
"1732","IAR9-0906",1,30.43,0.44621272
"1733","MSS9-0919",2,67.28,1.236105555
"1734","MDR9-0901",1,31.48,0.560691089
"1735","IARM-1002",1,22.13,0.803182895
"1736","NES9-0935",1,59.75,0.983153885
"1737","MTRO-1065",1,65.17,0.472777172
"1738","NER9-0909",1,79.7,1.01026623
"1739","TNS9-0927",1,34.23,0.510861104
"1740","MSS9-0912",1,38.17,1.174883556
"1741","TNR9-0905",1,39.53,0.646708109
"1742","TNS9-0921",1,31.17,0.712818966
"1743","IDS9-0925",1,18.4,0.762073694
"1744","IDLS-1074",1,57.28,1.236477654
"1745","IDRO-1046",1,38.55,1.021573603
"1746","IDR9-0912",1,32.22,1.14994702
"1747","RIRO-1002",1,36.37,0.451435355
"1748","RIR9-0902",2,67.02,0.903277013
"1749","MAS9-0915",1,73.9,0.948572449
"1750","IDLS-1083",1,41.45,0.903355604
"1751","IDRO-1051",1,62.42,1.14580226
"1752","IDRO-1055",1,69.17,0.813107634
"1753","IDRF-0102",1,36.17,0.508832283
"1754","MTRF-0115",1,61.95,0.75970835
"1755","MTRF-0110",1,27.67,1.003060227
"1756","MTRF-0116",1,56.22,1.084335686
"1757","IARO-1014",1,27.1,0.606963294
"1758","OKRM-1020",1,38.72,0.137324036
"1759","CAR9-0901",2,29.98,0.607713275
"1760","TNLS-1032",1,53.58,0.772121481
"1761","TNS9-0922",1,44.83,0.985033025
"1762","ORRM-1007",1,7.15,0.290975457
"1763","MSR9-0904",1,14.05,0.380963773
"1764","DER9-0901",2,11.67,0.707410759
"1765","CTR9-0901",2,14.53,0.822871754
"1766","CTR9-0906",2,13.45,0.356568287
"1767","IALS-1049",1,16.75,0.822733053
"1768","OKRO-1103",1,26.22,0.28579672
"1769","TXLS-1134",1,30.78,0.647135073
"1770","WIRF-0014",1,57.92,1.154682822
"1771","INR9-0904",1,30.18,0.512900183
"1772","NDLS-1063",1,31.05,1.378541904
"1773","SDRM-1022",1,65.37,0.767871989
"1774","VAS9-0915",1,16.15,0.353163423
"1775","VAS9-0917",1,53.1,1.190740551
"1776","CAR9-0913",1,21.2,0.609654181
"1777","CAR9-0906",1,19.37,0.571925244
"1778","NESS-1138",1,30.27,0.918650376
"1779","SDS9-0945",2,6.43,0.634751503
"1780","WIRO-1040",1,29.22,0.6830618
"1781","ORRO-1049",1,4.77,0.24062468
"1782","WVS9-0923",2,68.02,0.993560615
"1783","MTRO-1068",1,92.8,1.011049576
"1784","WYSS-1206",1,8.4,0.781494551
"1785","WALS-1068",1,52.37,1.292368514
"1786","INR9-0901",2,24.95,0.60637173
"1787","IALS-1054",1,12.28,0.82920773
"1788","MTS9-0922",2,40.58,0.763143283
"1789","MTS9-0926",1,57.43,1.022469514
"1790","SDLS-1119",2,NA,NA
"1791","PARO-1051",1,74.6,1.01203393
"1792","WYSS-1210",1,16.8,0.332070885
"1793","WAS9-0927",1,66.9,1.043785933
"1794","ORRM-1004",1,19.6,0.841225827
"1795","MSRM-1003",1,29.15,0.57101467
"1796","WYS9-0938",2,43.78,0.889257181
"1797","MTSS-1326",1,76.2,1.093503166
"1798","NER9-0915",1,56.57,1.053674029
"1799","MARM-1001",1,7.18,0.490165211
"1800","TXRM-1020",1,41.05,0.989055941
"1801","WASS-1139",1,30.48,0.978420783
"1802","WISS-1163",1,18.13,0.164276168
"1803","INR9-0902",2,21.65,0.46170151
"1804","WIRF-0007",1,67.55,1.384480371
"1805","MAR9-0901",1,15.1,0.397644101
"1806","WAS9-0917",1,87.63,0.952091705
"1807","NJRM-1002",1,56.27,0.925550517
"1808","MAR9-0903",1,32.38,0.923024834
"1809","MARM-1002",1,8.25,0.0767
"1810","NER9-0916",1,14.42,0.713650486
"1811","TXRO-1085",1,41.45,1.20867733
"1812","VAS9-0916",1,50.97,1.047153487
"1813","MSRM-1001",1,61.68,1.127491492
"1814","WYSS-1204",1,43.98,1.023278613
"1815","MASS-1076",1,11.43,0.453980346
"1816","WYR9-0903",1,73.27,0.796437706
"1817","MTLS-1189",1,68.73,1.283138801
"1818","TNRM-1004",1,23.65,0.588631471
"1819","LARO-1022",1,26.13,0.94352444
"1820","MARM-1003",1,17.77,0.472993019
"1821","MERO-1025",1,23.13,0.39360041
"1822","MSRO-1022",1,23.62,0.21576362
"1823","MSRO-1019",1,61.07,0.921061393
"1824","NDRF-0008",1,43.37,1.319859015
"1825","CTR9-0902",1,51.15,0.853810675
"1826","MTRF-0103",1,57.87,1.109705954
"1827","IDS9-0920",2,52.88,0.867116523
"1828","IDS9-0921",1,45.62,0.893593763
"1829","INSS-1095",1,41.1,0.740911596
"1830","SDRO-1071",1,28.08,0.763371283
"1831","RIR9-0901",2,10.53,0.376684518
"1832","RIRO-1003",1,21.32,0.753417183
"1833","CARM-1012",1,14.88,0.626638316
"1834","MTLS-1138",1,93.68,1.059496571
"1835","ORR9-0905",2,55.47,0.950121727
"1836","MIS9-0926",1,56.92,0.820014946
"1837","SDRO-1078",1,78.62,0.963168575
"1838","VAS9-0918",1,16.33,0.579098859
"1839","WYRF-0102",1,69.05,1.229362278
"1840","WYSS-1213",1,48.98,0.870579346
"1841","TNS9-0920",2,32.55,0.823519346
"1842","NERO-1046",1,22.15,0.594943543
"1843","TNLS-1031",1,40.03,0.998642155
"1844","TNSS-1073",1,70.08,1.039500549
"1845","INS9-0927",1,76.48,1.341510138
"1846","MTR9-0917",1,76.53,0.844582303
"1847","MALS-1041",1,47.28,0.964277348
"1848","DELS-1033",1,60.87,1.06993479
"1849","GAR9-0913",1,45.68,0.899129043
"1850","KYRM-1005",1,33.85,0.535958623
"1851","MERM-1004",1,33.97,0.719971891
"1852","PALS-1089",1,43.2,0.943052294
"1853","NDRO-1021",1,48.07,0.866475073
"1854","SDRM-1013",1,20.73,0.508521599
"1855","VAS9-0921",1,86.6,1.088260101
"1856","TNR9-0901",1,17.57,0.336444668
"1857","TNR9-0902",2,6.75,0.400533922
"1858","TNRO-1015",1,68.33,0.686057526
"1859","CAR9-0911",1,15.77,0.350211513
"1860","MIRO-1025",1,55.4,1.105901549
"1861","MERF-0003",1,76,1.312174553
"1862","MORM-1003",1,16.67,0
"1863","WAR9-0903",2,24.68,0.549574847
"1864","OKRM-1026",1,20.73,0.550158733
"1865","MTS9-0945",1,76.67,0.863601794
"1866","WARF-0001",1,66.25,1.162059422
"1867","SDRM-1017",1,74.22,0.979659358
"1868","WYRO-1044",1,58.68,0.958652707
"1869","ORLS-1110",1,26.77,0.837499806
"1870","MALS-1042",1,44.75,0.745851005
"1871","INLS-1043",1,43.92,1.233936545
"1872","LAR9-0907",1,18.13,0
"1873","LARM-1001",1,34.37,0.571264706
"1874","KYRM-1001",1,21.02,0.707874785
"1875","MTRF-0005",1,42.77,0.909957676
"1876","PAS9-0915",2,17.93,0.743670391
"1877","TXLS-1132",1,54.62,1.210417854
"1878","OKLS-1222",1,17.03,1.033526802
"1879","MOR9-0906",1,9.95,0.190690783
"1880","MESS-1104",1,35.35,0.774853993
"1881","VARS11-163",1,70,1.189646779
"1882","ILR9-0903",1,17.53,0.238814543
"1883","MERF-0004",1,75.7,1.39650246
"1884","MIR9-0901",2,47.52,1.176926373
"1885","ILR9-0901",1,1.07,0.30247193
"1886","MTS9-0935",1,87.97,0.709590207
"1887","WYS9-0929",1,52.6,0.63819812
"1888","SDLS-1117",1,44.65,1.121204116
"1889","SDRM-1014",1,33.82,0.534561475
"1890","WARF-0002",1,69.95,1.2443734
"1891","SDRO-1075",1,24.65,1.003539816
"1892","NELS-1083",1,75.95,1.131164884
"1893","NER9-0909",2,64.98,0.909239607
"1894","WARO-1043",1,31.52,0.818172531
"1895","CTRO-1019",1,82.38,1.059925645
"1896","ILRM-1003",1,19.3,0.504433136
"1897","WIR9-0915",1,27.27,0.710938374
"1898","GAR9-0905",1,70.63,1.418152711
"1899","MESS-1108",1,29.97,0.446321022
"1900","KYR9-0901",2,21.77,0.106129264
"1901","VAS9-0919",1,24.48,0.717288745
"1902","UTRO-1037",1,59.77,0.473761601
"1903","TNSS-1077",1,25.22,0.902360234
"1904","MIR9-0908",1,44.65,1.075543056
"1905","MOR9-0903",1,32.47,1.053928508
"1906","SDR9-0915",1,85.48,0.763090239
"1907","MAS9-0914",2,34.67,0.28507115
"1908","CORM-1005",1,60.85,0.631753823
"1909","SDR9-0920",1,56.72,1.056670947
"1910","NESS-1140",1,70.57,0.982573951
"1911","MTLS-1135",1,38.2,1.332603642
"1912","MTR9-0903",2,51.98,1.118696799
"1913","MELS-1052",1,60.1,0.69064396
"1914","MER9-0901",2,4.27,0.774746796
"1915","MAR9-0902",1,15.1,0.295131213
"1916","WYR9-0901",1,52.68,1.035170195
"1917","MERF-0002",1,83.98,1.096951841
"1918","MORM-1006",1,12.73,0.199653322
"1919","IDRM-1018",1,46.5,1.328676892
"1920","IDRM-1010",1,29.17,0.604624568
"1921","IDRM-1006",1,29.03,0.519316132
"1922","RIS9-0913",2,22.67,0.469118057
"1923","ILR9-0904",1,30.37,0.854330315
"1924","IDS9-0928",1,49.92,0.809612307
"1925","IDLS-1086",1,75.73,0.913530004
"1926","IDLS-1077",1,82.68,1.215249721
"1927","IDLS-1065",1,68.32,1.156463783
"1928","IDSS-1132",1,36.4,0.801481105
"1929","MTRF-0004",1,56.85,0.974484097
"1930","MTRF-0108",1,52.82,0.882095284
"1931","INSS-1090",1,15.22,0.934111082
"1932","WYR9-0909",1,51.38,0.594359329
"1933","UTRO-1032",1,47.4,0.947459447
"1934","MALS-1038",1,11.82,0.418912503
"1935","MOR9-0901",1,30.68,0.227296542
"1936","MTSS-1302",1,71.18,1.049811555
"1937","TXSS-1240",1,49.62,0.916404306
"1938","WIR9-0901",2,8.85,0.421998099
"1939","MES9-0910",2,62.42,1.02539253
"1940","ORRO-1067",1,56.78,1.267224285
"1941","MAS9-0915",2,68.3,1.067144006
"1942","WAS9-0924",1,60.12,1.042514756
"1943","WYRO-1039",1,27.43,0.716489594
"1944","SDRM-1012",1,15.32,0.745735707
"1945","DERO-1004",1,29.72,0.886938
"1946","CTRO-1021",1,45.22,0.901660137
"1947","MASS-1079",1,0,0.33875129
"1948","MORM-1001",1,32.83,0.226804619
"1949","WIR9-0906",1,44.83,0.339081633
"1950","WIRO-1054",1,29.27,0.254354632
"1951","IDLS-1082",1,64.42,0.995690526
"1952","WYLS-1106",1,40.27,0.721795729
"1953","ILRO-1023",1,3.35,0.836357033
"1954","PAS9-0921",1,26.02,0.903509339
"1955","MER9-0902",2,79.68,1.059375831
"1956","UTR9-0902",1,21.95,0.780468434
"1957","TNS9-0919",2,44.3,0.679269477
"1958","MTSS-1297",1,29.87,0.960960424
"1959","INS9-0919",1,32.6,0.375408495
"1960","PAR9-0904",1,33.88,0.853482746
"1961","WYR9-0903",2,59.97,0.707944627
"1962","WAR9-0910",1,67.35,1.283233737
"1963","MOS9-0938",1,34.12,0.87024106
"1964","MTSS-1321",1,77.73,1.108961254
"1965","MAR9-0901",2,16.82,0.397644101
"1966","MASS-1072",1,0.55,0.117215899
"1967","TXRM-1018",1,50.35,0.839647589
"1968","VAS9-0916",2,66.6,1.134416277
"1969","WIR9-0911",1,11.6,0.628099685
"1970","ILRO-1028",1,16.65,0.82544682
"1971","MASS-1077",1,54.65,1.064512649
"1972","MTSS-1319",1,64.07,1.248586323
"1973","WYRM-1010",1,56.47,0.893811299
"1974","PARF-0005",1,66.78,1.206656
"1975","MESS-1107",1,47.2,0.977607842
"1976","MESS-1109",1,12.65,0.310445675
"1977","RIRO-1001",1,75.53,1.096836373
"1978","MELS-1050",1,31.1,0.404688736
"1979","MER9-0906",1,45.33,1.04317436
"1980","WIRO-1048",1,4.5,0.538253663
"1981","CARM-1002",1,40.75,0.713422835
"1982","KSRS-1308",1,55.53,1.291790049
"1983","WVR9-0903",1,11.28,0.426753219
"1984","INS9-0924",1,16.87,0.638598844
"1985","DELS-1032",1,73.53,1.266218825
"1986","MDR9-0901",2,36.98,0.560691089
"1987","RISS-1093",1,39.3,0.686728012
"1988","MTRO-1074",1,31.32,1.036087545
"1989","WIR9-0912",1,20.45,0.477465244
"1990","AZSS-1125",1,13.97,0.55277606
"1991","GARM-1003",1,41.12,0.401057777
"1992","KSS9-0930",1,50.72,1.210091131
"1993","ORSS-1172",1,71.28,1.180017836
"1994","CTRM-1002",1,16.83,0.383370117
"1995","CTRM-1003",1,59.27,1.084805974
"1996","TXLS-1133",1,53.62,1.042892906
"1997","VAS9-0915",2,13.43,0.211898054
"1998","VAS9-0920",1,48.77,0.842431209
"1999","INS9-0921",1,55.05,1.020894849
"2000","COSS-1104",1,74.22,1.107281462
"2001","WASS-1134",1,NA,NA
"2002","WVSS-1044",1,59.43,0.909629532
"2003","MDSS-1092",1,35.95,0.685027299
"2004","COR9-0909",1,32.1,0.605403327
"2005","GARO-1033",1,37.5,0.639843638
"2006","ORS9-0935",1,78.23,0.850866143
"2007","TXR9-0912",1,65.55,0.829811294
"2008","VARS11-153",1,66.97,0.998973703
"2009","WIRM-1006",1,25.38,0.872585479
"2010","MTSS-1330",1,32.08,0.602253602
"2011","MARO-1019",1,62.02,0.853641451
"2012","COLS-1070",1,23.17,0.994740427
"2013","WIRF-0004",1,58.77,0.70998463
"2014","MAR9-0902",2,24.8,0.354157456
"2015","MERM-1001",1,35.83,1.035705385
"2016","MERM-1003",1,28.08,1.034404617
"2017","MER9-0903",1,71.88,1.256869389
"2018","ILR9-0906",1,58.82,1.224020756
"2019","INLS-1048",1,55.87,1.091817946
"2020","MERM-1005",1,74.1,1.246248922
"2021","CTLS-1047",1,67.77,0.696359378
"2022","IDRO-1058",1,59.75,1.130792905
"2023","IDR9-0907",1,58.12,0.94354633
"2024","WYR9-0910",1,68.02,0.99154152
"2025","WYRM-1006",1,71.8,0.99154152
"2026","ORLS-1109",1,64.4,1.123970197
"2027","MSRM-1004",1,75.15,0.897077832
"2028","WIR9-0909",1,53.5,0.702686003
"2029","UTRM-1006",1,39.62,0.691447212
"2030","TXSS-1243",1,34.13,0.690290929
"2031","MDSS-1095",1,14.25,0.721243927
"2032","OKRF-0008",1,3.5,0.530485625
"2033","ILR9-0901",2,4.6,0.504119884
"2034","INLS-1045",1,58.78,1.139742336
"2035","MSRF-0004",1,73.73,1.227885084
"2036","NJSS-1086",1,15.93,0.277365003
"2037","WIR9-0902",1,49.83,1.106205008
"2038","WALS-1067",1,66.3,1.140459522
"2039","WYRM-1008",1,90.42,0.7999841
"2040","DESS-1096",1,8.18,0.42791774
"2041","MDS9-0916",1,43.63,0.637161911
"2042","IDS9-0926",1,24.08,0.687552433
"2043","NYR9-0916",1,35.2,0.77109479
"2044","WIR9-0916",1,47.03,0.445553314
"2045","MSRO-1021",1,64.8,1.408228978
"2046","VARS11-151",1,37.37,0.621717615
"2047","MDRO-1013",1,58.22,1.085727382
"2048","MTRM-1002",1,76.47,1.191381622
"2049","MTS9-0936",1,68.67,1.260492835
"2050","MTSS-1331",1,47.75,0.83948825
"2051","NYR9-0907",1,30.8,0.758754825
"2052","NYRM-1008",1,8.83,0.493484549
"2053","VARS11-152",1,39.9,0.63977197
"2054","WAR9-0902",1,24.83,0.718195804
"2055","WVSS-1046",1,18.58,0.10732049
"2056","PALS-1092",1,60.9,0.980288624
"2057","TNSS-1080",1,81.77,1.424399292
"2058","WIR9-0903",1,2.25,0.535304378
"2059","NDRM-1005",1,42.25,1.072365763
"2060","TNR9-0904",1,55.42,0.76162697
"2061","TNSS-1082",1,41.15,0.841204668
"2062","NYRM-1004",1,0,0.146569643
"2063","VARS11-181",1,53.42,0.934241047
"2064","INSS-1092",1,68.15,0.815300047
"2065","KSS9-0930",2,42.23,0.950785889
"2066","NESS-1143",1,39.18,0.955304572
"2067","OKR9-0903",1,6.67,0.548432836
"2068","PARO-1054",1,56.28,1.321404139
"2069","WIRF-0015",1,60.57,0.989000981
"2070","IDR9-0909",1,9.97,0.634212054
"2071","IDRM-1007",1,47.43,0.945279209
"2072","TNR9-0901",2,25.7,0.588778169
"2073","ILSS-1122",1,4.45,0.398697179
"2074","PAR9-0907",1,74.37,1.180066784
"2075","VARF-0002",1,76.73,1.055253429
"2076","GAR9-0907",1,41.4,0.943484227
"2077","MTRO-1071",1,46.67,1.050301525
"2078","MTS9-0939",1,51.77,0.858610327
"2079","MTSS-1328",1,92.87,0.856013489
"2080","MELS-1051",1,58.02,1.185731489
"2081","MESS-1106",1,73.78,1.079174542
"2082","NDR9-0912",1,51.58,0.837108751
"2083","TNRO-1017",1,43.87,0.760876132
"2084","INSS-1093",1,27.55,0.648324148
"2085","NJSS-1088",1,38.47,0.799080349
"2086","SDR9-0910",1,0,0
"2087","MESS-1111",1,48.52,0.744967312
"2088","CARO-1048",1,35.75,0.230889716
"2089","ILLS-1075",1,43.17,0.931148081
"2090","MERF-0006",1,74.95,1.141114918
"2091","MOR9-0902",1,36,0.227296542
"2092","MTLS-1141",1,60.05,1.000613568
"2093","VARF-0007",1,71.5,1.040951736
"2094","VARS11-169",1,76.92,1.343049819
"2095","WVR9-0905",1,28.62,0.647737085
"2096","IDS9-0921",2,47.28,0.96805991
"2097","IDSS-1147",1,26.27,0.762902927
"2098","GAR9-0905",2,60.95,0.661804598
"2099","MORM-1005",1,35.63,0.119407271
"2100","SDRM-1016",1,24.3,0.458062211
"2101","VARF-0008",1,45.77,1.041500434
"2102","ILLS-1076",1,48.95,1.069019538
"2103","MERM-1006",1,39.95,0.778386146
"2104","MERO-1028",1,62.6,0.968715558
"2105","CARO-1060",1,16.53,0.549286605
"2106","NDRO-1029",1,80.28,1.362326495
"2107","PALS-1085",1,52.88,0.836299321
"2108","WIRO-1055",1,41.97,0.536494012
"2109","MERM-1002",1,36.57,0.816016311
"2110","UTLS-1061",1,32.15,0.80422411
"2111","MOR9-0903",2,38.15,0.574870095
"2112","ILR9-0905",1,73.12,1.287054539
"2113","MER9-0904",1,16.93,0.610908566
"2114","MER9-0907",1,53.35,1.026929941
"2115","MER9-0908",1,39.32,1.185303608
"2116","PAS9-0914",2,17.42,0.489901047
"2117","UTLS-1062",1,49.68,0.973513147
"2118","MORM-1002",1,25.98,0.112508408
"2119","WVR9-0903",2,23.02,0.426753219
"2120","MERF-0001",1,70.8,0.993961987
"2121","NDRO-1026",1,58.43,1.030270716
"2122","OKR9-0904",1,25.5,0.97626965
"2123","WIRO-1058",1,65.4,0.646239958
"2124","WVRO-1008",1,15.35,0.567009794
